speaker,sex,birth_year,ethnicity,education,social_status,state,land_region,vowel,word,F1,F2
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,RENTED,617,1708.7
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,PENDULUM,592.6,1821.4
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANYTHING,615.7,1510.7
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,CEMENT,599.3,1837
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,CENTER,609.2,1665.3
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANYTHING,681.6,1803.3
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANY,643.7,2095.3
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANY,596.2,1986.3
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,FENCES,625.7,1782.4
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,FENCES,599.7,1763
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,END,621.1,1930.4
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,FENCES,609.1,1448
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,FENCE,571.4,1775.5
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,WENT,667.9,1481.7
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,MEN,668,1912.3
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,MEN,609.6,1964.9
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,MEN,675.5,2207.7
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,MANY,614.4,1763.5
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANY,533.2,1528.2
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,END,693.2,2085
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,MEANT,596.9,1579.1
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANYBODY,548.9,1797.2
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,MEN,539.1,1572.3
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANY,572.6,1724.7
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,TEN,594.2,2090.3
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ATTENTION,581.2,1525.4
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,JENNIES,705.4,2115.6
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,JENNY,598.7,1989.4
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,TEN,615,1923.4
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,DEPENDS,698.8,2239.2
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,TEN,565.1,1910.6
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,TEN,500.4,2360.8
25,M,1897,Non-Black,10-Aug,Lower Middle,TN,Highlands,EH,ANYWAY,620.1,1862.4
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,BENEFITS,592.4,1896.1
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,FRIEND,644.9,2235.6
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,TEN,704,1755
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,MANY,573.2,1891
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,ENTERED,598,2507.1
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,DEN,549.9,1205.3
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,END,686.6,2067.8
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,WENT,731.6,1664.7
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,WENT,722.5,2116.2
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,SPENT,562.8,1698.5
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,WENT,680.8,1602.1
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,ANY,500.7,1430.7
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,MANY,668.4,1800.7
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,TEN,548.9,1482.6
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,TWENTY,592.7,1726
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,TWENTY,633.6,1382.2
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,DEPENDS,561.6,1465.5
27,F,1920,Non-Black,13-16+,Upper,TN,Highlands,EH,DEN,563.9,1700
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,ANY,566.2,2336
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,FENCE,705.5,2185.2
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,FENCE,629.2,2204
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,WEDNESDAY,685.8,1979.3
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,ANYTHING,605.3,1940.4
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,ANY,679.4,2011.5
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,TEN,642.2,2509.2
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,TEN,656.2,1503.7
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,ANYTHING,808.8,1809.1
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,GENESIS,613.5,2084.9
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,GENERAL,813.9,1687.3
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,LIEUTENANT,624.3,2073.5
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,LIEUTENANT,616.6,1916.4
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,SENSE,820.9,2187.8
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,MEN,792.3,2427.7
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,PERCENT,770,1734.7
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,UNCOMPLIMENTARY,765.1,1957.9
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,COMPLIMENTARY,761,2054.8
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,ELEMENTARY,759.7,1898.3
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,ANY,646.3,1428
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,TEN,591.2,1183.8
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,TENTH,656.4,1721.6
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,TEN,741.9,2234.6
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,MANY,702,2096.9
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,ANYWHERE,651.4,1914.8
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,PEN,668.3,2339.5
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,TEN,664.9,2573
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,CENTS,690.3,1913.2
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,SUSPENDERS,679,1822.4
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,FENCE,640.1,1996.9
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,FENCE,616.4,2183.9
40,F,1933,Non-Black,12-Nov,Lower Middle,TN,Highlands,EH,FENCE,647,1727.6
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,FENCED,514.6,2282.6
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,TEN,498.1,2385.4
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,N,727.4,2064.8
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,DEN,699.6,1994.9
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,TEN,574.2,2522.2
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,CENTRAL,550.9,2040.7
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,TEN,439.9,2653.9
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,TENTH,661.7,2188.6
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,MEANT,667.1,2499.4
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,FENCES,894.3,2045
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,FENCES,579.5,2318.9
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,FENCE,561.7,2365
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,FENCE,494,2343.9
100,F,1965,Black,12-Nov,Lower Middle,GA,Piedmont,EH,SUSPENDERS,561.3,1922.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MANY,694.7,1515.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,620.1,1904.3
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANY,642.1,1969.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,524.4,2075.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FRENCH,654.9,1757.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,DESCENT,536.4,1882.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,HENRY,574.5,2061.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,534.7,2110.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,HENRY,570.2,2062.5
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,HENRY,568.3,2067.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,PENSION,556.2,1985.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MEN,606.9,1990.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,BEND,479.6,1680.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,BEND,432.1,1877.3
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,639.3,1902.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,556.5,1435.5
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,CENSUS,547.4,1675
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MANY,567,1661.6
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MANY,576.8,1913.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,592.3,1512.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANYHOW,546.5,1950.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ENTERS,413.7,2016.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANYHOW,622.7,1963.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,GENEROUS,496.2,1710.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MANY,528.7,1872
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANY,641.1,1955.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANY,480.9,1905.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,EXPENSE,581.9,1921
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MENTIONED,560.8,1740.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,742.2,2041.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,513.3,1887.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,575.1,1373.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,733.3,2366.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,SEND,673.9,1722.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,SPENT,573.6,1752.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,556.3,1411.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,570.7,1391.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MANY,519.5,1701.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,601.5,1539.6
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,SEND,526.3,1852.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,DEPENDS,616.9,1973.5
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FRENCH,683.2,1477.5
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ENDS,646.6,2040.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,PEN,460.5,2073.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,695.1,1920.6
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,CENTS,589.6,1587.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,SUSPENDERS,537.5,1492.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,HEN,539.6,1980.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ENTRAILS,591.5,1899.3
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANYWHERE,577.4,1910.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANY,635.5,1965
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANYWAY,533.1,1960.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANY,576.8,2035.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,DEPENDS,619.7,1866.9
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANYTHING,465.3,1624.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,660.8,1828.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,WENT,611.6,1622
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,MANY,665.4,1877.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANYWHERE,639.5,1721.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANYWHERE,650.3,1604.4
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANY,462.6,1856.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,RHODODENDRON,556,1795.5
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TEN,611,1990.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,RENDERED,483.2,1422.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,GENERAL,659.8,1540.3
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,PREVENTING,487.7,1467.3
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,DEPENDS,659.2,1963.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FENCE,591.8,1851.1
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FENCE,674.7,1797.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FENCE,663.6,1846.2
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FENCE,613.5,1860.3
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FENCES,544.1,1715.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,FENCE,525.8,1613.8
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,ANY,482.1,1710
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TENDERIZER,610.2,1954.7
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,TENDERIZER,631,1785.6
105,M,1903,Non-Black,10-Aug,Lower Middle,GA,Piedmont,EH,DEPEND,521.9,1961.2
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,ANYTHING,640.5,1482.9
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,ANYBODY,532.3,1827.4
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,SPEND,613.3,2059.4
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,ANYTHING,437.5,1763.3
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,SPEND,476,1787.5
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,FRIENDLY,559.3,1410.2
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,FRIENDLY,445.6,1359.6
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,ANYBODY,449.1,1919.5
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,SENSE,506.4,1953.3
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,WENT,556.4,1431.1
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,FRIENDS,509.4,1293.5
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,INDEPENDENT,363,1710.4
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,SPEND,570.6,2009.2
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,N,343,1544.5
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,TEN,543.7,2176.8
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,N,473,1829.8
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,FRIENDS,568.7,1182.7
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,N,422.5,1484.9
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,FRIEND,508.1,1793.9
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,BENCHES,632,1443.6
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,WENT,561.4,1164.7
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,WENT,480.1,1443.7
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,PLENTY,405,1410.6
303,M,1894,Black,0-7,Lower,TN,Highlands,EH,UN,460.7,1398.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,462.4,1800.2
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,CENTS,539.2,1598.2
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,GENERAL,490.7,1958.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,515.4,1881.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,WENT,580.8,1799.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,535.2,1951
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,572,1670.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,600.4,2290.9
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,TWENTY,608.3,1407.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,381.6,1693.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,660.8,1802.9
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,462.8,1821.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,483.1,1707.3
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,530.8,2191.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,SEND,492.6,1909.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,547.7,1646
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,END,491,2450.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,FRIEND,562.5,1744.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,WENT,539.5,1668.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,578.4,1460.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,WENT,579.3,1441.9
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,639.4,1762.2
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYWAY,455.1,1809.3
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,SPENT,493.3,1727.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,574.7,1861.4
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,FRIENDS,387.9,1493.3
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,GENERAL,634.6,1893.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,LIEUTENANT,663.4,1825.9
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,GENERAL,587.6,2018.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYWAY,608.6,1646.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,SENT,457.7,1810.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,WENT,689.8,2182.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,SPENT,671.7,1810.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,WENT,631.7,1434.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,EXPENSES,544.4,2107.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,EXPENSES,539.9,1841.4
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,603.9,1603.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,GENTLE,498.3,1843
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,GENTLE,500,2093.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,440.5,2345.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,544.1,2211.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,571.8,1807.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,FRIENDS,632.8,1587.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MANY,543.1,1797.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,APPENDIX,574.2,1823.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,FRIEND,612.5,1359.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,WENT,555.1,1663.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,WENT,630.8,1626.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,540.4,2299.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,609.5,1785.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,SPENT,565.4,1661.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,SPEND,551.9,1770.4
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEANT,684.5,1813.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,BENNING,480.5,1847.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,KENNEL,605.6,1943.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,SPEND,578.7,1885.3
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,FRIEND,590.3,1439.8
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,545.9,2151.2
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,FRIEND,558.6,1774.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,FRIEND,575.8,1336.3
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYWAY,597.5,2138.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,531.1,2335.2
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,518.6,1787.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,565.3,2210.7
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MANY,537.2,2003.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,576.4,1928.9
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,PENCIL,646.2,1523.5
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANY,578.5,1985.4
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,ANYTHING,583.1,1611.6
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,TEN,536.6,2032.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,MEN,584.1,1778.1
330,M,1906,Non-Black,10-Aug,Lower,TN,Highlands,EH,TENTH,490.2,2242.3
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,ANYTHING,645.9,1315.8
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,WENT,582,2013.5
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,FRIEND,658.1,1896.4
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,MANY,607.2,1452.2
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,MANY,633,2526.5
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,GENTLEMAN,500.8,2390
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,MANY,625.3,2436.7
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,SPENT,581.2,2213.6
342,F,1912,Non-Black,12-Nov,Upper Middle,AL,Highlands,EH,SENT,593.7,2042.5
387,M,1948,Non-Black,13-16+,Upper Middle,AL,Piedmont,EH,WENT,516.3,1921.8
387,M,1948,Non-Black,13-16+,Upper Middle,AL,Piedmont,EH,WENT,488,1428.4
387,M,1948,Non-Black,13-16+,Upper Middle,AL,Piedmont,EH,CONVENTION,467.1,1529.1
