PHONEME,F1,F2,F3,SPEAKER
A/,473.644385052911,1503.04656640482,2134.86206422924,coulson
y,566.200075007019,1682.17633875032,3080.76152290307,coulson
e,361.164093899408,1633.13788704857,2345.20779140157,coulson
a~,463.309667217752,1583.23361127635,2375.84617501272,coulson
i,371.824338666503,2072.07420177491,3298.73922382427,coulson
9,360.283793425605,1687.88047332868,3247.80734614516,coulson
A/,513.588844489853,1076.08249997112,2764.88049226594,coulson
a~,483.976711581394,1150.57535518167,2564.70176082222,coulson
y,304.949800329112,1532.90662418731,3068.18685423466,coulson
i,324.828562859874,2209.10630550525,2911.0689049641,coulson
y,1000.75345143948,1071.51171629823,3066.09871992892,coulson
O~,759.139361111226,1680.26269001014,2650.95625737883,coulson
A/,508.470765834199,1396.91000739885,2383.76424188438,coulson
e,476.757455782685,1238.76728436151,2300.72072470779,coulson
U~/,630.806279867701,1707.81527253338,2617.72856592988,coulson
A/,995.284453739313,2320.41501472285,3987.00841252247,coulson
a~,283.435799485084,1228.67712114011,2479.35244844016,coulson
A/,287.063405465661,1034.09970054139,2370.99505574363,coulson
A/,679.335709724082,1279.24362584143,2312.740837713,coulson
O/,339.171203755953,1194.13799504876,2433.41484115377,coulson
u,324.031641587884,960.456869857825,2537.48567679312,coulson
y,346.010158444603,1683.936262928,2792.05164089611,coulson
E,325.924007443063,1298.46419394869,2904.50005645926,coulson
E,370.274661999806,1900.58589635259,2495.76422443641,coulson
i,327.721810789583,2152.14578195121,3038.40739330858,coulson
2,560.449389542584,1467.24805649126,2959.2922474759,coulson
a~,577.817279107835,1439.21642278186,2510.73912317237,coulson
a~,499.066222447551,1112.02752681086,2420.3250744196,coulson
a~,526.919688718241,1521.57519611514,2592.68421046218,coulson
e,459.505142926326,1617.48560599876,2564.48631604548,coulson
e,323.419052331747,1719.06521450661,2554.90758445277,coulson
e,394.020766478106,2023.82916800422,2493.14979524059,coulson
A/,502.351855114873,1429.83849338832,2257.86364689484,coulson
U~/,547.221999462761,1529.25475527103,2501.72585438195,coulson
y,431.298866997056,2049.39896887207,2613.04076857116,coulson
A/,518.449353991225,1267.91212108085,3416.01258645357,coulson
u,375.486517956474,1322.91800357437,2443.59771690192,coulson
2,432.607438221493,1728.14538976102,2498.06521655216,coulson
E,447.020290782874,1885.28600865646,2689.70811551404,coulson
O~,460.751638150759,1392.04403315832,2392.20228439734,coulson
A/,485.363739675834,1321.62567124472,2297.57416224663,coulson
e,374.742735387408,1580.64823186661,2267.34084545454,coulson
A/,627.460237557251,1033.65902075666,2352.49598932976,coulson
a~,485.398798997492,1247.38257945648,2546.07814079382,coulson
y,503.240435848942,2007.69685422485,2923.88796949,coulson
a~,451.273779228493,1488.2816404335,2303.73118637267,coulson
A/,469.002731553398,1659.03358361041,2640.72038947818,coulson
2,428.630741455005,1740.6629000819,2589.71070554863,coulson
a~,502.323952826043,1458.66104262667,2519.2687123815,coulson
A/,523.362834416223,1048.32630390814,2438.75530673539,coulson
a~,450.400098124221,1554.86030621011,2529.65819797374,coulson
u,356.165695379029,1525.71178942024,2548.38584663224,coulson
E,413.703110769418,1638.89795139365,2437.11357299608,coulson
O/,505.338395454422,1086.22370284102,2329.32056736585,coulson
O/,495.538156558217,1403.72947962744,2209.52125500254,coulson
u,337.568027881429,1004.07441646486,2279.73452110901,coulson
O/,322.375220955683,1404.93052982476,2120.8207593246,coulson
u,313.236087581418,1022.44868907717,2508.03038288038,coulson
i,335.103671533046,1837.66223497999,2417.79775081517,coulson
e,282.393694896047,2246.49787251515,3050.32934670836,coulson
O/,553.810094285045,1059.45272152614,2197.06493627227,coulson
a~,339.339319664215,1610.36812353912,2787.1677957516,coulson
A/,351.085892511986,1448.62407983154,2548.61718847595,coulson
y,531.714172745569,1493.78743007446,2799.22500324726,coulson
e,349.084185526958,1557.74625328453,2833.37742055404,coulson
O/,515.031795196182,1497.63264473336,2134.01485796216,coulson
e,476.81121420824,1802.21798031122,3356.30515671182,coulson
A/,515.650380936719,1467.21623590223,2429.98794920756,coulson
y,496.372667784335,1627.62899485617,2999.24840674515,coulson
e,344.827872315832,1654.1713190675,2411.49831439871,coulson
A/,579.112338104011,1522.52704123027,2674.23002324491,coulson
e,728.47999976351,1790.36921508319,3390.63664176782,coulson
@,506.303730969364,1956.03741950036,2529.73653290489,coulson
E,246.757109341943,1250.39121923409,2302.25868599896,coulson
A/,1566.02358304208,2000.25867861281,3225.057338589,coulson
i,362.253140688821,1570.35925885743,2169.56361881781,coulson
u,1072.33568804131,1149.54158813937,3135.48412134086,coulson
e,441.861534730224,1399.01441002125,2612.01819654349,coulson
A/,365.023347541194,1478.67984452425,2566.64146705408,coulson
A/,565.392889769904,1532.58242138396,2708.12112654736,coulson
2,421.658503287081,1615.4296511877,2539.55655267875,coulson
i,394.906702054217,2103.43657358823,2869.32146031495,coulson
e,412.482368610595,1944.39020844355,2776.74943691803,coulson
a~,557.52163748944,1576.93406849119,2446.60500354479,coulson
A/,611.286356226465,1031.39009183504,2471.57055393659,coulson
u,388.966850912189,1202.56031152199,2728.64530599886,coulson
y,318.080307450192,1944.59231246495,3214.82587276728,coulson
A/,405.578939565315,1110.04168957488,2295.61213224327,coulson
A/,484.596002978078,1254.35534858674,2436.8600623484,coulson
i,375.130559295478,1786.76430294319,2332.4039880154,coulson
A/,495.852924076775,1215.50800413229,2324.27278179859,coulson
i,1885.19031102174,2314.14124884886,3143.18936682169,coulson
O~,457.602195431333,1388.24306502585,2514.00385334542,coulson
i,478.545311359064,1449.05481911416,2488.80858961145,coulson
O~,455.597562418195,1474.52057236017,2591.48847793945,coulson
O~,587.036826492359,1217.48675167024,2366.96911166547,coulson
O/,621.258942125774,1312.88424670304,2351.45384601974,coulson
i,470.489576740667,2001.24520669994,2565.31079101094,coulson
A/,412.125599581651,2180.38146928449,2747.48083012471,coulson
e,463.241205094295,1713.41908826635,2524.83068721807,coulson
e,377.699848434404,1784.51419166533,2582.76633518667,coulson
e,407.806654940571,1916.84941016847,2588.30944606232,coulson
O/,601.561141617273,1079.80706161198,2197.91986233834,coulson
i,339.141362005651,1937.28962939867,2760.24233638877,coulson
i,340.054017980671,2252.40453663517,2763.93028024174,coulson
O~,434.062573664799,1350.91614279495,2544.17392554885,coulson
i,404.009158320305,1604.65727859392,2422.13777021761,coulson
O~,496.577730945569,1316.24997070135,2409.8418389573,coulson
i,651.792896266019,1952.87493359313,3012.27297599274,coulson
O~,465.046909671316,1371.66345612648,2549.36767787394,coulson
E,439.169785040063,1396.17107222462,2287.29594074183,coulson
e,311.282291476344,1515.10577827204,2294.78310202666,coulson
A/,442.174866093856,1317.65403917487,2562.60408099686,coulson
u,361.126147527326,1185.50326071196,2564.0812306328,coulson
e,370.008281838287,1796.675101684,2418.99643628637,coulson
y,304.287352770667,2070.51217311398,3122.51550228343,coulson
e,509.699652642624,1894.02173042814,2517.38206340918,coulson
E,358.394388604555,1514.87314670329,2335.21270429231,coulson
A/,411.888548104069,1562.0492746933,2132.73846268283,coulson
i,385.844221647534,1799.61323646427,2661.77390893001,coulson
u,390.106879837703,1128.81561633904,2481.39783039389,coulson
e,1157.91838129096,2251.72344667916,3002.09340812058,coulson
e,954.276696253867,2039.3169635466,2806.8137072005,coulson
A/,631.43462982865,1291.26102958716,2428.17149865012,coulson
A/,546.775637029739,1564.03559098662,2450.28189624953,coulson
i,337.57347926471,1838.63520866568,2422.2351384572,coulson
y,248.932763018374,1897.14884539549,2591.12057692091,coulson
A/,352.065684868459,1697.52534275729,2267.17405862813,coulson
E,523.06578285851,1466.07547740837,2593.36745547774,coulson
e,492.386820601246,1809.41963016921,2567.19496326349,coulson
A/,288.911866715557,1788.77743408223,2531.64290552546,coulson
i,349.082097558541,1665.28876277407,2359.70344026593,coulson
@,310.243638789299,1870.43781850468,2336.80647502506,coulson
A/,574.972079318582,1175.86329356778,2349.67714576004,coulson
e,405.699469595895,1654.12850598216,2681.6974150906,coulson
a~,508.044872878583,1528.08581471087,2629.81001220077,coulson
A/,525.49758811911,1649.28109291547,2481.15374006461,coulson
A/,460.918215325632,1238.21588056353,2408.88196885705,coulson
A/,644.8449891237,968.809295538454,2523.48755868742,coulson
A/,679.569707662871,1297.79759547371,2309.40189125785,coulson
@,440.963256059191,1619.8078165015,2695.60995908964,coulson
e,482.948934590718,1822.449415945,2644.61586156978,coulson
A/,423.695654290977,1345.91274442141,2357.41382152541,coulson
2,438.95217626927,1640.51828312953,2594.95390747222,coulson
i,469.154749842449,1794.609503224,2549.36158950354,coulson
A/,610.818319751361,1485.82964737274,2461.52962564211,coulson
e,641.024327906747,1416.09833499453,2540.86750300798,coulson
y,417.825972834891,2170.45678012188,2814.83328573692,coulson
A/,429.591655057789,1192.4193003846,2243.11782926025,coulson
A/,656.162618930784,1176.76755734359,2367.42089926251,coulson
e,440.659280507529,1934.66180452571,2508.31121936885,coulson
O/,574.870332273004,991.013636115958,2375.73419860563,coulson
A/,488.412409483896,1072.08884543044,2454.30053110298,coulson
A/,495.274912818481,886.807061875557,2545.91517225006,coulson
u,352.502998547657,695.739284184018,2569.41308379602,coulson
u,508.535143391736,1185.40489866627,2479.86744835256,coulson
A/,517.193673748893,1186.74969363695,2394.00010517824,coulson
A/,485.933659705719,1187.0624331287,2355.96685084532,coulson
i,357.41731886943,1448.84259568847,2383.94888383642,coulson
A/,483.516537431246,1181.11584600391,2288.6104773331,coulson
E,597.170861482495,1476.62828065806,2460.19296374577,coulson
A/,596.435998980251,1577.24254515021,2431.35825047566,coulson
A/,514.623173856601,1411.83038854468,2521.77743009083,coulson
2,345.7577229859,2597.48832208344,2966.82420484767,coulson
E,303.895175090524,2419.18200400662,3196.36232639043,coulson
A/,484.975090860661,1474.26484002048,2723.26756334854,coulson
@,425.133742678418,1588.99237656348,2368.41095870879,coulson
@,462.070257198907,1707.24068827733,2436.16150034722,coulson
i,438.37756238063,2149.52983429574,2599.20920170752,coulson
O~,503.410700437297,1380.47163173705,2440.17324921179,coulson
a~,514.42594628834,1495.25995787461,2550.04661811754,coulson
e,418.138303165672,1892.97472493201,2633.80048327053,coulson
e,402.336852372072,1928.34189604228,2626.54218920555,coulson
O/,591.429974435414,1115.33216840809,2306.33621931116,coulson
e,450.876095603592,1949.78437947547,2528.95300940888,coulson
A/,626.383460353187,1297.68398564246,3122.22831225373,coulson
A/,449.748566872479,826.796656133817,2377.3663465026,coulson
A/,661.207476958643,1221.31561222532,2376.32854407796,coulson
e,465.110609180714,1726.45622998859,2528.5399759019,coulson
O/,566.509595910058,1123.23244731004,2879.88802533776,coulson
A/,547.856952867173,1085.83355058184,2341.89487473102,coulson
i,364.489316597136,1920.27487190651,2710.53721080253,coulson
A/,498.519502567331,1175.49443178812,2357.94028857248,coulson
A/,580.605705794636,1347.75892357547,2594.61888218279,coulson
E,446.345865147096,1477.89637343717,2491.35677917566,coulson
@,428.596348175964,1185.74940674648,2289.18800418951,coulson
O~,534.40375542793,2510.28530916377,3479.02758342925,coulson
E,513.517460769709,1507.09762962624,2586.64239314583,coulson
A/,536.727138319145,1143.18392534268,3089.63630790821,coulson
i,455.907977436643,1390.97783913086,2601.37304148943,coulson
A/,460.649935524843,1084.41603852972,2262.75416845138,coulson
A/,480.590736496786,1201.88740897758,2627.87191217364,coulson
e,467.251130000343,1620.7773116546,2393.47227887438,coulson
A/,544.467011466551,1720.26532961175,2579.95633965642,coulson
e,398.255996072814,1759.73042052591,2677.48479299672,coulson
E,415.728062601776,1712.10380100828,2743.41864196982,coulson
e,407.41323439769,1999.4612184293,2574.82685508221,coulson
e,379.176983979426,2007.57109560914,2710.39478619665,coulson
y,300.753627933998,1699.0501616798,2504.80299392228,coulson
O/,422.682398902889,1206.78222528832,2441.73967703922,coulson
E,485.373996589073,1493.44399872094,2588.43846336824,coulson
A/,538.458939669365,1268.90825306132,2648.42560723999,coulson
A/,633.315893308851,1163.54729164805,3030.60533678846,coulson
A/,540.103053379929,1274.02951155807,2464.10838549751,coulson
A/,584.435613129129,1016.63727200106,2522.78092085151,coulson
O/,511.702679235718,731.049417860163,3095.04000952106,coulson
@,414.795630340418,1511.20467351778,2569.8910102053,coulson
e,423.115625614289,1804.53829476973,2562.95176211388,coulson
e,335.875485743556,1835.67291130749,2449.21897382192,coulson
i,287.028396182248,2043.59537325177,3069.9341043398,coulson
2,390.551586736977,1847.44023998855,2710.44800025413,coulson
a~,483.144325306241,1471.35581369184,2455.66855590649,coulson
E,517.189411459061,1151.35349959803,2558.4450863653,coulson
y,582.081269348145,1238.00701189068,2558.32945150475,coulson
y,1358.05497906605,2444.68063790859,3367.81156640889,coulson
u,611.945198344449,1407.62841981321,2440.82418624894,coulson
A/,513.141498767053,1230.60799106137,1874.17710209894,coulson
e,445.76468191769,1745.6568462606,2567.21262914308,coulson
A/,654.466468379078,1248.4154681524,2319.8441256981,coulson
A/,387.324546228594,1338.35368798675,2417.35222285386,coulson
e,423.243184005686,1689.57043379274,2543.5616183853,coulson
y,691.660716227625,1745.02395456284,2718.9671893677,coulson
@,595.738001456251,1335.43571139837,2373.14399828957,coulson
A/,928.091183479399,2424.18709989508,3327.16895331667,coulson
u,359.782926334641,1270.25677333582,2733.45724239239,coulson
A/,498.991443342011,2329.57581266812,2926.54143999951,coulson
A/,469.92504971983,1080.65262540348,2291.22547247251,coulson
i,355.854664504477,1508.72090549521,2501.21378635439,coulson
A/,474.448332050166,1180.83336404916,2284.79766372595,coulson
y,878.934303850696,2074.23812246854,3062.94065145027,coulson
E,605.60660842089,1407.04835505721,2493.84403362913,coulson
e,387.4032959302,1779.11201234823,2710.83181936891,coulson
e,377.312206447855,1808.56726026994,2523.2035410863,coulson
e,402.584361728169,1860.11366413238,2482.85397590484,coulson
E,399.468554772257,1812.36273244857,2515.0073967852,coulson
y,519.47421364712,2055.51326511119,2622.66629008277,coulson
O/,404.468695801754,1413.77252239775,2629.82904024951,coulson
e,379.005565769292,1553.70553848114,2757.41869485084,coulson
A/,528.891838506779,1843.50270942579,2548.34291303328,coulson
9,680.090149386063,1124.6446050167,2537.91188778193,coulson
E,691.533325814433,1218.2880442187,2629.04578004944,coulson
y,702.858646168191,1218.13524300144,2638.06820079146,coulson
A/,562.314913547315,1117.1770938696,2496.35979961201,coulson
A/,374.616154822538,599.256144933113,2483.47513317616,coulson
A/,549.717069056486,886.631391484264,2472.4953193641,coulson
e,723.388460771167,1683.67413275002,3206.02162521949,coulson
A/,515.439078446885,925.391050398874,2407.56260318522,coulson
A/,627.24520432073,1347.6842075723,2474.02077802841,coulson
y,503.806892311566,1701.18664720637,2535.02760935694,coulson
i,438.559715859291,2274.26944856745,2773.29414774403,coulson
O~,538.63996202368,1140.69116738881,2456.83885940188,coulson
i,462.488637757529,1296.37892648948,2545.59547933456,coulson
O~,525.700093818216,1014.80109417811,2715.38188966425,coulson
O/,508.093557717421,809.065493794703,2474.14753136147,coulson
y,998.782306214017,1030.86697752601,3017.05328399415,coulson
E,580.615560041344,1944.8519952007,2929.93775165704,coulson
y,625.445307115712,1113.91259862201,2624.82418007654,coulson
y,766.216863680581,2031.1711957881,2635.15883748012,coulson
@,507.717329257764,1679.53491953254,2677.87736111947,coulson
y,626.039631187056,1743.6345772298,2659.2613616027,coulson
y,527.860132925257,2088.47446503749,2547.48049706689,coulson
9,417.724693607105,1537.47555418919,2771.01133256107,coulson
e,416.862007457225,2251.51021019511,2825.25805408531,coulson
e,1036.18249802314,2136.45157769464,3148.81558020736,coulson
U~/,589.348397432697,2106.6573564568,2674.65625759055,coulson
E,448.174158946818,1605.70008720408,2572.21665841762,coulson
@,266.518646498654,2127.56813188969,2958.77537868139,coulson
i,274.988502892877,2561.49489273489,3191.18275793008,coulson
i,300.780628388419,2055.10187797406,3151.3610841791,coulson
i,353.46597901532,2354.76167802448,3252.42048608836,coulson
E,334.813270471486,1956.98123290342,2708.47884904441,coulson
A/,536.859481562324,1670.93215377101,2822.58302426183,coulson
@,272.144605464088,2433.68897393183,3172.2535333933,coulson
i,365.932252752214,2043.16095209562,2698.22919284796,coulson
y,815.452847898315,1404.09412510728,2653.54121182287,coulson
E,760.185324536845,1659.55301841124,2884.66999903334,coulson
E,627.484904135587,1406.4262817111,2462.4882725522,coulson
y,393.849208923049,1807.57247488804,2270.91207264224,coulson
A/,458.557598405955,1290.48575705965,2311.08445581669,coulson
A/,506.814554697836,1679.23642800054,2371.96803163922,coulson
E,541.367204862822,1659.66475166707,2450.7752798339,coulson
e,460.073773619394,1871.98855695379,2665.20014185638,coulson
e,795.522609214923,1807.52910456457,2689.42110932815,coulson
A/,516.04947393136,977.482294294822,2502.37667648969,coulson
A/,466.569098424113,944.320758838628,2482.34492756709,coulson
i,424.459902779046,1652.36980346038,2408.05850414979,coulson
