PHONEME,F1,F2,F3,SPEAKER
O/,853.378219487703,1931.25079788856,2591.94405734429,josh
E,577.754009012589,1349.62588389529,2248.73529202689,josh
e,1556.66753317271,2159.25533861585,2948.9262744138,josh
A/,558.913798254412,1059.44441255231,2211.25144797754,josh
E,597.64753159394,1292.18739662967,2125.27103479246,josh
y,550.034358342594,1679.67147215232,2226.77855622065,josh
E,474.418381415472,1405.61007671371,2306.44592351966,josh
A/,493.09647963405,1339.0258041036,2312.32997230238,josh
y,501.415089896576,1434.47581995769,2325.10938366017,josh
y,291.635940216994,1534.42386519224,2461.04845116607,josh
e,396.476108106704,1684.06390172533,2385.8404990624,josh
a~,538.991837018058,1252.17420839146,2178.70572636313,josh
a~,582.664308113014,894.138763567968,2100.4783189567,josh
O~,646.772702161588,940.568781619686,3068.69114702587,josh
A/,589.185080987121,1151.44127858275,2809.70632204642,josh
2,460.991148272184,1324.3137734792,2414.52319540154,josh
O~,577.902855371484,1034.90126210784,2401.09462840985,josh
U~/,532.268724852629,1754.37332178502,2450.77666773636,josh
A/,742.608536133396,1800.80173791957,2646.44306364223,josh
O/,577.907551951094,1165.81045874949,2491.81336822071,josh
e,459.361843483385,974.79650305293,2234.34701051294,josh
y,545.633164417196,2128.60557288046,2607.16977152318,josh
A/,609.504121723398,1054.53933779125,2465.39022752285,josh
y,652.671847490197,1133.4923106703,2538.99587697066,josh
a~,651.80506079238,1096.3634534283,2482.08282035635,josh
a~,624.438466710122,1122.37720223767,2515.76922624242,josh
e,441.243073464657,1438.73026820197,2421.96391129727,josh
A/,497.887703245037,1677.3053541916,2380.46057883061,josh
E,497.808350849504,1377.09061738772,2320.23649035414,josh
@,381.824089636323,1587.23988981628,2135.9481849352,josh
A/,508.576257404031,1360.89229193498,2266.10056140676,josh
E,502.949103599483,1390.64250689466,2299.06535783121,josh
y,687.943999386313,1524.62311202785,2172.31182757062,josh
@,489.638652684162,1568.00139447188,2249.89640327237,josh
O/,527.607132581694,1243.48286777525,2488.22331933122,josh
O/,695.069784078381,1501.73226141003,2688.44951844946,josh
E,565.67526305796,1132.74724699568,2522.94266823655,josh
A/,345.936909984598,1656.24657210829,2648.42681059865,josh
E,499.537033813744,1418.05261323718,2318.51930340393,josh
u,424.100829322616,1320.2300609866,2541.47057934559,josh
E,330.125833892892,1571.42072480538,2581.27525918446,josh
A/,571.294496695929,1390.34613685211,2377.28610816187,josh
A/,596.966477750984,1332.54210767351,2513.7683960679,josh
A/,609.606670930443,1066.02718603157,2445.81963428891,josh
A/,590.800682748304,1073.59737297653,2444.01388677836,josh
E,462.173318473279,1135.64992097105,2443.07803909579,josh
A/,586.11534226848,967.510199637167,2613.87646253656,josh
a~,582.140236823504,1063.00821807462,2659.49447485859,josh
E,471.227976941596,1586.28767882231,2613.73997442898,josh
O/,417.574799480029,1360.9783799562,2194.46634083964,josh
i,367.617534230562,1933.33959215115,2571.7729373451,josh
u,1370.32695621479,2317.43189853709,3303.08617381773,josh
O/,452.825752822958,878.296001310252,1257.5125787858,josh
O/,819.351718574954,1238.39913252056,2678.81706428143,josh
e,448.629006201705,1088.85365553125,1411.67873765277,josh
O/,1183.35633894526,2210.1842167055,3379.61089970628,josh
O/,598.381971251637,1139.90355436358,2296.3952673372,josh
e,484.339044112921,1797.6217503628,2372.7420917925,josh
e,548.899218629272,1683.32140779257,2587.95579443197,josh
A/,563.57766961238,1215.41163401515,2619.77947221859,josh
y,655.707094589926,2251.96752813554,2641.63970172265,josh
A/,575.82900471341,1021.70298435148,2252.58488061984,josh
i,382.095138813089,1737.85524595963,2369.04881620365,josh
i,358.532699749484,1838.12086349993,2380.41250318665,josh
i,339.448280738577,1807.84347916241,2340.3992102112,josh
@,364.45167986744,1464.75512365292,2461.85458344399,josh
@,402.487584514978,1562.92975873663,2264.07735184952,josh
@,439.033211165995,1479.44233021139,2441.69463961274,josh
A/,617.342385948992,1112.7614332421,2084.24853293685,josh
e,517.148199034407,1553.73623149463,2450.6228212633,josh
A/,606.593540203634,1250.93367391758,2453.14641475536,josh
A/,596.899733365857,1261.98022474786,2367.25446529136,josh
E,379.914913892461,1704.11273254969,2504.49225356517,josh
a~,523.717395160423,1304.37453843881,2222.49409228134,josh
a~,555.934863346624,897.931678040521,2301.25585387617,josh
y,587.005591935526,1285.52057214928,2461.72887321349,josh
y,1076.37235204747,1930.62406411364,2483.77941616273,josh
i,302.054701356254,1848.4457091635,2566.81808984518,josh
A/,548.74934599422,1384.75135609139,2414.91391715995,josh
A/,598.394229599109,1031.78903522146,2678.27356413025,josh
A/,610.892443973808,1017.99187304799,2541.31394761874,josh
A/,630.502917342658,1058.23138761328,2601.10778746026,josh
a~,599.244680264192,1071.95786605633,2698.45180067696,josh
e,420.065089719038,1549.09786679227,2492.91238241307,josh
a~,146.282226870711,1486.03973593055,2396.86260123301,josh
a~,563.669850346167,1010.27884640493,2181.16763750654,josh
e,481.225099926663,1567.84427495249,2302.15560935014,josh
O/,768.419879774288,1759.86292388744,2844.73554126264,josh
O~,555.351318780235,963.344306182769,2589.53154852202,josh
a~,669.514598645452,1661.09217577331,2277.84979077567,josh
E,553.865195740059,1268.30256494843,2504.79016655155,josh
O/,1122.25156685749,1997.73298497133,2512.74860427489,josh
E,540.674574269,1303.96841521823,2301.33394309948,josh
E,480.949108553522,1904.50822659435,2685.72503559358,josh
A/,516.815362035353,1712.72689283996,2476.11038400393,josh
u,578.099212275545,1517.44089081353,2678.51983236028,josh
E,567.395894432517,1772.45209555988,2460.60186038538,josh
E,521.773407454901,1559.15139241699,2445.2239401328,josh
u,507.952559816834,1313.82858178322,2434.06913651954,josh
e,403.24618137591,1645.20667836113,2409.4819492479,josh
y,401.20196169665,1581.4220879827,2383.75562403519,josh
e,396.671187313243,1669.64567572537,2243.10723113594,josh
e,294.988909331035,1659.38636598417,2374.64401369595,josh
e,365.947034728499,1658.04087611271,2330.37016652251,josh
e,384.430249362594,1654.450796401,2341.54079989001,josh
O/,511.425748512741,1031.85189298374,2198.6250381305,josh
i,443.108803153136,1736.076176436,3125.10993692271,josh
E,485.512748133565,1415.85547052863,2056.23065281879,josh
O~,527.598602901138,1450.31815192848,1829.00794437402,josh
O/,331.306406563056,1672.32726896041,2855.25836473043,josh
E,523.750552026011,1363.67746006311,2957.37880212139,josh
O/,791.118875867626,1883.46977994673,2721.01593728933,josh
E,427.19776330299,1361.71591454998,2378.61251878909,josh
O/,426.627825617298,1174.42011371078,2314.45676288403,josh
A/,531.64695873995,958.863644813914,2728.41153365854,josh
2,575.54747213963,1219.75373242406,2607.03635142054,josh
E,507.407823657133,1538.6250920382,2522.91270922882,josh
y,544.742803088929,1392.50382156132,2525.76634859594,josh
E,495.891746281887,1656.6290375606,2926.87147967118,josh
y,1448.3805095077,2039.76506244324,3367.79231418202,josh
E,476.06523728772,1472.87254820745,2339.58815278221,josh
E,295.39943171244,2450.08428318515,3006.11792571254,josh
O/,537.093001307165,832.572255694406,2115.80397424167,josh
i,411.187073017234,2144.76415051038,2414.30555594133,josh
A/,576.871353406123,1242.95863873615,2496.47397807767,josh
i,534.990468009233,1577.65037996558,2244.92996023942,josh
A/,535.131832346103,1413.91054622389,2099.3265857178,josh
2,499.04833598553,1084.97680556995,2422.10803402805,josh
E,454.989786254991,1540.48047377815,2443.76379795862,josh
2,414.843762874476,1356.11104874511,2196.71155391507,josh
y,341.637543749533,1495.82658633986,2160.50439536429,josh
E,501.112597357567,1192.30837701658,2438.60579010121,josh
E,554.659674377706,1348.3066538175,2247.67566620268,josh
A/,422.423007358526,1000.48655744574,1981.55737916279,josh
A/,572.349270545963,1116.7112671464,2474.94162709817,josh
e,514.88975135455,1493.29011108087,2320.81284666922,josh
A/,547.300189535748,1604.17992332989,2546.57759115257,josh
E,495.529705389043,1500.63843584903,2413.25414158943,josh
@,463.870753762724,1556.26209743463,2414.82167532082,josh
y,524.356180027282,1331.27077073015,2280.85555796012,josh
E,386.13827036724,1723.80830261492,2338.66443462379,josh
y,286.038893320139,1317.0474629532,2663.97147196949,josh
i,472.407836414473,2850.4293534223,3045.11146998539,josh
E,483.026748184642,1541.02556638116,2922.88059860569,josh
@,452.097246634559,1513.09346229457,2397.84897758981,josh
@,438.180897619511,1214.13799459331,2408.1184600896,josh
i,383.253633091282,1904.6779157856,2526.81243984213,josh
i,305.143382711922,1911.22282089136,2883.34919526552,josh
a~,469.386529713934,1579.32814221756,2765.86932035545,josh
@,414.075346020858,1587.53680567918,2671.05885564599,josh
e,471.099783015629,1654.25887342291,2543.80511876451,josh
O/,544.029490957918,1142.46027311677,2076.31213957158,josh
u,449.750315167618,1060.28949569348,2437.60195603039,josh
E,448.467262677987,1834.47123042866,2501.10106184179,josh
O/,638.33438502224,1417.61953364475,2583.89787377716,josh
O/,478.70744722174,1149.25969782151,2404.49603193302,josh
A/,546.384336022557,1241.44547918372,2350.49253969505,josh
@,485.089459704448,1367.94697061163,2702.09491530278,josh
A/,993.942586364548,1938.15151608257,2931.90434490526,josh
O/,607.713172208506,1154.79472802702,2505.10526047184,josh
e,544.856672262593,1929.29618153112,2644.96842014405,josh
O/,754.247509085522,2136.79347903057,3085.54583208763,josh
O/,498.05201092568,1273.3623993485,2058.04399666808,josh
e,618.491384128528,1677.14091700953,2414.61566969577,josh
O/,1187.89631588885,2173.53639292451,3495.80812783968,josh
E,503.301642458691,1064.78178724224,2774.63860939614,josh
E,1363.31275510116,2054.14310729373,3135.08661082185,josh
u,551.299167696933,1578.62234259663,2241.54895419889,josh
E,558.947694700328,1391.58486166968,2440.53029894868,josh
2,438.540888081068,1172.67458004599,2637.10071477092,josh
E,455.457069658654,1457.2716991239,2684.54888290502,josh
A/,546.851046297298,1436.55294947988,2610.43174346051,josh
2,477.894810534736,1279.43233907106,2606.20860249668,josh
e,366.148498936703,1479.80318359634,2567.32123812499,josh
A/,529.664111219544,1271.86855303104,2428.41795998659,josh
E,479.99170185226,1389.01883755553,2432.08379804539,josh
O~,409.936942159721,1291.59362009178,2620.70392416838,josh
y,834.287422966808,2184.90236018452,3126.36343235192,josh
a~,568.159440987299,1143.9250622935,2195.14623749058,josh
E,529.010229783486,1292.75374126902,2337.20991135868,josh
O/,950.150047977439,1414.43156948069,2744.04162739182,josh
E,535.127517430029,1344.75682572527,2263.62022764405,josh
E,466.826678483195,1423.06969193207,2466.21512793285,josh
O~,481.260319338231,1464.007306841,2877.00856066876,josh
A/,1222.40017746654,2733.54842233468,2998.85888925194,josh
E,490.339479973768,1350.16521189866,2533.52072560098,josh
@,344.78754176905,1332.98239130756,2525.83308233339,josh
A/,547.537501338407,1192.07947424798,2617.97600017613,josh
a~,589.133326495862,1382.4824997942,2273.93952119862,josh
E,541.745461866851,1200.77373595068,2426.96742286065,josh
O/,1408.77550837604,2363.4225829833,2777.11488929898,josh
E,595.152703622746,1325.77414900039,2206.2820663331,josh
E,595.813383623613,1283.06884028323,2270.58879218095,josh
E,1461.54954140848,2312.48794137563,3144.64067248657,josh
E,408.12845909364,1516.04249755482,2536.08607356589,josh
@,542.006261705327,1405.83386477634,2463.66358724854,josh
y,509.983508471939,1322.53763934696,2399.38544112675,josh
y,372.915472300875,2044.89223740207,2693.07873746286,josh
2,476.189488537915,1087.97838461562,2192.19961520161,josh
A/,634.222099391533,1024.77455143171,2366.77587250148,josh
e,507.363863776279,1506.13858976003,2554.46016756029,josh
A/,561.289908785535,1513.81468172528,2272.15416759748,josh
E,517.02736698546,1415.02203909104,2448.09033519609,josh
y,534.435904535327,1727.14495661528,2136.62672563406,josh
A/,594.023529146586,1293.44708463266,2408.66101996192,josh
a~,593.24376255774,1142.9124047262,2480.49281669428,josh
E,411.064519289878,1554.28664923266,2508.554585783,josh
A/,583.87200400532,1060.17331875427,2373.42643002638,josh
O~,624.028106453114,1480.75560254044,2880.72569800906,josh
O/,686.507417632397,1585.82207350859,2685.35906783652,josh
E,559.322658565929,1298.87107627704,2291.80796992815,josh
O/,691.275015002309,1245.17056507683,2669.21581708977,josh
O/,577.173002631142,1102.50653067757,2501.18121017123,josh
e,435.978048236456,1759.58993030383,2416.91742490621,josh
O/,568.676962502789,1897.18191831439,2713.95007849425,josh
E,559.32496986699,1185.91603534743,2505.69685190724,josh
A/,538.23448899332,1534.68284528402,2333.08614959105,josh
O/,561.757612293241,1138.30213915033,2584.09141157895,josh
i,374.232151809733,1658.59991315088,2289.68369797011,josh
e,378.057278091749,1794.69518559151,2358.11625157545,josh
y,661.82891936076,2288.64633034501,2407.13548608372,josh
E,435.848614068315,1691.0300511586,2455.44068581958,josh
E,436.724259918131,1650.93385989899,2452.09022753016,josh
U~/,425.137659034836,1587.24112730131,2107.22306139462,josh
2,1040.72268050053,2058.80462996386,2661.47067866532,josh
a~,616.745571851123,1570.95586464878,2621.08145823616,josh
@,428.115323977224,1365.33345316987,2481.01095876018,josh
2,488.792127696573,1254.45267244282,2428.82416183364,josh
E,487.869925994202,1398.82346726374,2615.76403797376,josh
A/,570.932674078612,1355.21196417344,2477.42322827305,josh
@,381.171362660613,1672.47527537005,2166.18345769248,josh
y,535.934970860983,1788.50347187728,2707.8137955784,josh
e,529.482625550185,1561.37337434385,2801.86246584287,josh
A/,527.15355290648,989.172600187893,2864.49911419632,josh
a~,515.234392030096,1156.47968294544,2488.44914409244,josh
E,414.052942046063,1197.40503827987,2278.1691003498,josh
A/,494.261642886875,1272.77387104009,2694.23893628946,josh
y,1222.47922404964,1965.84522530812,2605.5121250318,josh
y,777.889873359231,2120.89190040478,2963.1295997388,josh
u,353.302862836809,1695.72405156366,2327.17384668317,josh
U~/,577.954971426647,1160.82703918288,2751.3742289589,josh
A/,426.243921707967,1314.65503084941,2702.92161080252,josh
E,335.066764242052,1359.65094395683,2435.94017500872,josh
A/,595.589384441113,979.367563910093,2995.78027074925,josh
y,1251.72993353898,2342.14133756162,3068.73486391538,josh
E,315.497292562822,1596.12362969611,2353.7868187476,josh
E,690.082417118556,1644.42033145016,2852.16954616626,josh
A/,716.441240437038,1154.44536428698,2400.86652861896,josh
@,589.113787659979,1038.44185203574,2566.62464915157,josh
